cluster index	AllFiles	sum(precursor intensity)	RTMean	RTStdErr	parent mass	ScanNumber	ProteosafeFilePath	Original_Path	internalFilename
128	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	1008.72	1590	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
129	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	865.196	2241	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
130	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	720.157	684	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
131	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	864.186	1361	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
132	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	433.076	517	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
133	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	729.146	196	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
134	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	1153.26	1499	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
135	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	864.187	389	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
136	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	289.071	63	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
137	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	865.193	2991	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
138	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	1153.26	928	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
