cluster index	AllFiles	sum(precursor intensity)	RTMean	RTStdErr	parent mass	ScanNumber	ProteosafeFilePath	Original_Path	internalFilename
124	sap_spectra_2017_11_16.mgf	0	0	0	1648.77	1301	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
125	sap_spectra_2017_11_16.mgf	0	0	0	987.514	1304	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
126	sap_spectra_2017_11_16.mgf	0	0	0	1836.84	1309	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
127	sap_spectra_2017_11_16.mgf	0	0	0	1712.83	1312	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
128	sap_spectra_2017_11_16.mgf	0	0	0	788.845	1313	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
129	sap_spectra_2017_11_16.mgf	0	0	0	779.459	1314	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
130	sap_spectra_2017_11_16.mgf	0	0	0	1160.31	1316	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
131	sap_spectra_2017_11_16.mgf	0	0	0	1793.82	1320	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
132	sap_spectra_2017_11_16.mgf	0	0	0	1065.97	1329	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
133	sap_spectra_2017_11_16.mgf	0	0	0	1720.82	133	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
134	sap_spectra_2017_11_16.mgf	0	0	0	749.448	1331	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
135	sap_spectra_2017_11_16.mgf	0	0	0	1032.44	1335	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
136	sap_spectra_2017_11_16.mgf	0	0	0	1177.54	1337	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
137	sap_spectra_2017_11_16.mgf	0	0	0	1178.53	1339	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
138	sap_spectra_2017_11_16.mgf	0	0	0	1634.77	134	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
139	sap_spectra_2017_11_16.mgf	0	0	0	1516.77	135	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
140	sap_spectra_2017_11_16.mgf	0	0	0	1076.49	1354	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
141	sap_spectra_2017_11_16.mgf	0	0	0	1043.96	1356	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
142	sap_spectra_2017_11_16.mgf	0	0	0	1101.98	1357	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
