cluster index	AllFiles	sum(precursor intensity)	RTMean	RTStdErr	parent mass	ScanNumber	ProteosafeFilePath	Original_Path	internalFilename
120	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	1153.26	634	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
121	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	579.134	2679	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
122	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	577.134	1135	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
123	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	865.197	778	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
124	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	577.135	169	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
125	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	865.195	1867	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
126	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	1008.72	1590	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
127	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	865.196	2241	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
128	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	720.157	684	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
129	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	864.186	1361	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
130	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	433.076	517	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
131	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	729.146	196	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
132	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	1153.26	1499	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
133	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	864.187	389	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
134	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	289.071	63	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
135	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	865.193	2991	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
136	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	1153.26	928	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
137	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	753.181	3532	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
138	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	1065.19	477	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
