feature_number,rt,mz
4940,23.763200,1963.515500
4941,24.114407,1963.864839
4942,23.759500,1964.190200
4943,23.777067,1964.362600
4944,23.540532,1964.865525
4945,23.685900,1965.362400
4946,23.770000,1977.861200
4947,23.692100,1978.361700
4948,24.141500,1978.852300
4949,23.693000,1978.862750
4950,23.692100,1979.362650
4951,24.141500,1979.854700
4952,23.691150,1979.865100
4953,24.141050,1980.855800
4954,22.178050,1981.854600
4955,23.762900,1985.856300
4956,23.685900,1986.359650
4957,23.686800,1986.859150
4958,23.685900,1987.362000
4959,23.688500,1987.859750
4960,9.029775,164.042904
4961,18.822700,242.174900
4962,22.248500,258.980600
4963,30.005300,267.145100
4964,21.582200,286.974300
4965,12.901471,297.096857
4966,29.951367,298.155250
4967,10.825786,323.075971
4968,23.544500,344.978500
4969,27.328167,380.976700
4970,29.443000,408.969800
4971,12.689033,435.117883
4972,11.426887,472.093525
4973,11.454250,495.112825
4974,11.476778,512.103667
4975,11.608040,513.105250
4976,11.492350,533.060130
4977,11.491500,549.030300
4978,14.124575,569.129475
4979,11.488033,579.066267
4980,13.082714,740.169959
4981,7.043261,830.192422
4982,14.294100,883.190200
4983,14.212167,893.178750
4984,11.480500,952.133280
4985,15.195360,1043.221180
4986,15.756667,1044.226400
4987,7.348400,96.958600
4988,12.565448,209.080752
4989,5.304433,215.055000
4990,12.410348,274.078767
4991,4.673333,291.031167
4992,8.999923,337.091662
4993,9.507833,359.073117
4994,7.334400,372.988800
4995,1.690600,392.950450
4996,8.782400,454.046500
4997,6.789333,467.082533
4998,7.341700,601.066400
4999,9.181100,827.126500
5000,9.005015,913.642177
5001,9.014600,923.127300
5002,9.043250,969.074300
5003,9.869600,988.642900
5004,8.489600,1065.171900
5005,9.321950,1141.678900
5006,12.560268,283.063187
5007,11.534836,315.122579
5008,7.008862,350.061769
5009,13.837633,624.104600
5010,9.743528,683.597052
5011,1.406600,103.039180
5012,12.183700,232.030600
5013,1.410575,295.065600
5014,27.439900,300.126350
5015,12.183700,314.555200
5016,15.018900,333.063800
5017,11.268150,336.108000
5018,1.409240,339.028880
5019,12.187200,340.511300
5020,12.187200,341.013900
5021,28.270014,386.970000
5022,9.423136,465.066300
5023,9.874400,480.113000
5024,10.879600,508.117567
5025,9.881600,531.023600
5026,10.648775,544.102975
5027,10.657100,544.604550
5028,12.089937,553.111775
5029,10.649000,553.610025
5030,10.657100,554.111100
5031,12.185450,569.092350
5032,12.183700,570.093600
5033,9.878000,577.025400
5034,12.657200,585.124576
5035,13.524700,598.090800
5036,8.267900,601.044800
5037,11.811750,620.108650
5038,11.814900,620.609400
5039,12.400900,628.101267
5040,11.809850,629.615850
5041,8.634957,631.055643
5042,12.183700,632.119300
5043,16.840967,635.196867
5044,11.503633,642.080533
5045,10.484660,643.091420
5046,12.185400,644.093100
5047,11.630300,646.107800
5048,11.998150,655.564150
5049,11.464750,659.084000
5050,12.505100,682.021950
5051,12.183700,683.024000
5052,13.330333,714.013333
5053,17.665900,813.379000
5054,20.218900,819.870567
5055,20.211800,820.371800
5056,15.864900,835.868500
5057,8.358200,836.119000
5058,16.779850,836.369200
5059,8.359800,836.616050
5060,17.696500,836.867900
5061,8.353600,837.121800
5062,19.030250,840.873200
5063,16.854000,842.367500
5064,18.380600,842.873100
5065,17.427300,848.870950
5066,17.429150,849.372450
5067,20.312200,854.874000
5068,20.309100,854.889700
5069,20.314000,855.374400
5070,20.307400,855.392050
5071,20.314300,855.876600
5072,16.791300,856.869500
5073,17.528933,857.370867
5074,17.303267,857.872767
5075,18.346700,858.373200
5076,17.692900,858.869700
5077,17.696500,859.369800
5078,21.027800,861.879700
5079,21.024700,862.381100
5080,21.024700,862.883300
5081,18.378800,865.874400
5082,18.380600,866.376200
5083,19.326800,869.877400
5084,19.328700,870.381800
5085,17.343300,871.872900
5086,19.416050,877.873250
5087,19.114833,878.375033
5088,19.417000,878.876850
5089,18.344800,879.870400
5090,18.359375,879.890225
5091,18.366267,880.391633
5092,18.346700,881.374000
5093,20.117500,884.880500
5094,20.115750,885.383000
5095,20.317000,885.881700
5096,20.316850,886.383400
5097,19.030250,886.877800
5098,19.032500,887.380800
5099,20.096300,891.889900
5100,19.711700,892.886600
5101,20.293380,892.900660
5102,20.440275,893.396225
5103,22.111000,898.885800
5104,22.111100,899.387600
5105,23.311500,899.891300
5106,21.493400,900.882200
5107,20.904750,901.379850
5108,21.495200,901.886100
5109,21.132025,901.905300
5110,20.378700,906.881600
5111,20.378300,907.382900
5112,20.529000,907.401200
5113,8.636450,911.110500
5114,9.350433,912.115433
5115,9.340433,912.617800
5116,20.417300,913.899700
5117,10.713000,914.133000
5118,20.417300,914.401500
5119,20.256800,914.890700
5120,9.266767,915.137633
5121,20.683000,915.886167
5122,8.603400,916.146650
5123,21.432450,916.387800
5124,24.134200,919.888000
5125,24.122800,920.400900
5126,21.111150,921.884733
5127,21.259480,922.387000
5128,21.493400,923.883300
5129,21.497500,924.384100
5130,21.495200,924.887200
5131,20.936150,929.392550
5132,20.375000,929.888800
5133,20.334750,929.907125
5134,20.323733,930.405767
5135,21.614300,930.891100
5136,20.897600,930.901500
5137,21.616100,931.391600
5138,20.897500,931.402200
5139,21.322467,936.889500
5140,21.051925,937.390650
5141,21.692500,937.894067
5142,21.435950,938.886300
5143,21.427300,939.900400
5144,24.125400,942.887200
5145,24.133000,943.391300
5146,21.990450,943.895950
5147,19.842500,944.398300
5148,22.109200,944.888700
5149,22.784750,945.400600
5150,22.785300,945.897250
5151,22.111000,946.392900
5152,9.881600,951.161800
5153,21.213667,951.892767
5154,21.064350,952.394800
5155,21.386100,952.902050
5156,21.385250,953.403900
5157,20.895500,953.894000
5158,20.895700,954.395600
5159,20.892300,954.415800
5160,20.897500,954.898100
5161,9.413867,955.187567
5162,9.528000,956.193900
5163,22.039200,959.891300
5164,22.048700,960.394600
5165,22.036550,960.892300
5166,24.133000,965.890000
5167,24.135300,966.392200
5168,9.878000,969.169600
5169,23.608100,972.898400
5170,23.604700,973.401500
5171,21.507700,974.895600
5172,21.509500,975.398000
5173,21.509500,975.899000
5174,20.677780,975.922680
5175,21.506000,976.397500
5176,20.447250,982.918000
5177,20.447250,983.417350
5178,18.593300,994.909700
5179,18.593300,995.412100
5180,23.608300,996.402300
5181,19.457400,1011.406500
5182,19.457200,1011.906100
5183,10.763100,1107.192400
5184,9.106500,1140.141000
5185,9.267050,1140.640900
5186,12.183700,1255.172000
5187,12.183700,1258.193200
5188,12.180100,1259.204900
5189,12.183500,1259.243300
5190,12.180100,1260.208300
5191,12.180100,1261.209500
5192,12.180100,1312.113400
5193,12.180100,1313.121600
5194,19.650200,1585.760700
5195,17.694700,1626.788800
5196,17.694700,1627.795600
5197,18.373150,1640.804750
5198,18.378800,1641.806900
5199,18.378800,1642.809200
5200,18.343000,1669.305000
5201,18.361900,1670.782550
5202,21.198967,1670.814067
5203,18.343000,1671.816200
5204,23.908875,1672.809700
5205,17.670400,1673.776367
5206,19.032000,1683.292200
5207,19.032400,1683.327800
5208,19.030700,1684.331400
5209,19.039300,1685.804100
5210,19.030700,1706.337800
5211,19.029350,1706.837550
5212,19.028900,1707.340700
5213,19.028800,1707.840200
5214,20.314000,1710.832600
5215,20.310700,1711.835100
5216,24.086500,1712.782400
5217,24.090200,1713.789500
5218,20.247733,1714.827000
5219,18.341800,1715.829750
5220,21.028000,1724.852100
5221,21.026300,1725.854500
5222,21.083400,1728.783400
5223,19.030700,1729.343900
5224,20.217500,1729.780100
5225,22.203400,1731.816750
5226,20.436525,1745.837900
5227,21.495200,1757.367700
5228,21.491600,1758.373800
5229,23.000350,1770.888950
5230,21.610300,1771.327900
5231,21.612500,1771.389700
5232,22.406071,1771.890871
5233,21.612500,1772.394600
5234,22.960080,1772.874520
5235,23.838433,1772.891567
5236,23.985950,1773.878825
5237,23.000850,1773.895150
5238,21.020700,1778.884700
5239,21.493400,1780.381600
5240,21.495200,1780.880700
5241,21.493400,1781.383700
5242,20.841900,1786.889950
5243,21.432700,1787.895200
5244,20.629550,1788.804350
5245,20.629600,1789.809050
5246,24.812400,1793.902050
5247,21.612500,1794.400400
5248,21.612500,1794.902800
5249,21.614300,1795.403900
5250,21.612500,1795.905000
5251,19.032300,1796.868000
5252,19.032500,1797.865800
5253,24.341625,1798.895350
5254,22.097950,1799.316850
5255,22.109200,1799.397300
5256,21.655700,1799.900700
5257,22.097950,1800.318600
5258,22.109200,1800.401400
5259,21.746833,1800.904233
5260,21.835750,1801.402500
5261,21.565750,1801.906600
5262,20.976125,1802.891650
5263,22.109200,1802.911100
5264,20.976550,1803.893625
5265,21.226567,1804.897600
5266,21.449850,1805.824300
5267,21.826300,1805.904700
5268,22.136950,1806.324450
5269,22.157400,1806.407000
5270,21.929200,1806.899933
5271,22.155600,1807.409700
5272,23.662300,1807.893300
5273,21.829900,1807.906600
5274,21.515750,1808.324250
5275,21.502400,1808.404300
5276,21.522800,1808.828400
5277,24.406600,1808.906550
5278,21.553500,1809.408000
5279,24.042747,1809.902553
5280,21.502500,1810.408400
5281,22.173800,1812.917200
5282,22.160950,1813.331500
5283,22.173800,1813.417800
5284,22.322833,1813.915867
5285,22.152900,1814.331600
5286,22.168800,1814.422200
5287,22.150600,1814.836400
5288,24.026920,1814.898160
5289,22.164600,1814.922200
5290,21.822700,1815.413800
5291,20.685150,1815.813100
5292,23.222983,1815.904987
5293,22.003486,1815.923043
5294,21.488000,1816.413900
5295,22.478767,1816.900000
5296,21.226750,1816.915525
5297,21.253100,1817.413600
5298,21.003267,1817.903733
5299,21.515367,1817.921033
5300,21.254000,1818.418950
5301,21.514267,1818.924733
5302,21.495200,1819.893300
5303,21.254900,1819.928350
5304,21.621700,1820.845300
5305,21.949167,1820.911700
5306,21.610700,1820.925200
5307,22.123500,1821.418900
5308,22.114000,1821.825900
5309,21.862600,1821.916950
5310,22.112300,1822.324700
5311,22.107000,1822.409300
5312,21.599800,1822.425300
5313,22.112300,1822.822100
5314,22.107000,1822.911100
5315,21.599800,1822.927900
5316,22.106300,1823.326650
5317,22.107000,1823.410250
5318,21.595200,1823.426100
5319,22.110050,1823.828600
5320,21.853550,1823.920800
5321,21.503250,1824.423200
5322,22.112700,1824.917400
5323,20.895500,1824.927500
5324,22.153350,1828.420350
5325,21.320600,1828.827140
5326,21.063933,1828.922000
5327,22.120250,1829.418200
5328,22.147700,1829.813400
5329,21.066300,1829.924733
5330,22.155500,1830.421800
5331,21.329140,1830.920260
5332,21.524150,1830.932300
5333,21.781750,1831.330350
5334,21.888133,1831.418933
5335,21.002800,1831.434700
5336,21.779700,1831.832500
5337,21.239400,1831.920633
5338,20.945950,1831.937550
5339,21.502500,1832.420600
5340,21.002800,1832.432700
5341,21.033150,1832.916850
5342,21.001200,1832.941700
5343,21.506000,1833.423400
5344,22.489950,1833.900700
5345,21.279500,1833.916900
5346,21.279175,1834.919975
5347,21.803650,1835.930200
5348,22.160650,1836.426300
5349,21.961467,1836.925767
5350,21.865000,1837.432600
5351,22.167000,1837.830200
5352,21.864150,1837.933050
5353,21.860500,1838.433300
5354,21.856050,1838.927950
5355,21.491700,1839.430500
5356,21.193600,1839.926000
5357,20.895700,1840.431200
5358,22.515500,1840.930250
5359,20.899200,1841.432300
5360,24.133600,1841.926800
5361,22.117700,1842.928350
5362,22.128500,1843.830800
5363,22.113250,1843.930150
5364,22.128500,1844.329500
5365,22.113250,1844.427600
5366,21.442275,1844.928300
5367,22.112300,1845.324000
5368,21.858050,1845.431800
5369,21.441825,1845.931100
5370,22.110900,1846.323800
5371,21.854000,1846.432750
5372,21.462280,1846.932900
5373,21.543275,1847.432650
5374,22.107950,1847.828350
5375,21.467300,1847.936340
5376,20.895500,1848.436800
5377,21.663925,1848.932600
5378,21.563700,1848.945000
5379,21.583200,1849.856200
5380,21.841050,1849.930550
5381,21.565500,1849.945500
5382,21.866050,1850.932000
5383,21.575200,1850.946100
5384,22.151550,1851.434700
5385,22.109933,1851.830400
5386,22.150700,1851.933900
5387,22.141550,1852.335750
5388,22.147950,1852.433600
5389,22.117700,1852.930050
5390,22.091850,1853.328500
5391,21.848600,1853.438750
5392,21.559600,1853.935933
5393,21.730567,1854.431433
5394,21.003000,1854.445800
5395,21.821000,1854.927000
5396,20.999400,1854.949800
5397,22.123500,1855.420200
5398,21.505900,1855.432700
5399,20.999200,1855.443700
5400,24.717100,1855.921450
5401,21.505900,1855.936800
5402,20.999200,1855.951000
5403,22.114500,1856.419400
5404,25.460725,1856.915425
5405,22.105800,1858.914200
5406,21.642100,1858.942171
5407,21.942833,1859.439067
5408,26.380000,1859.818900
5409,21.663367,1859.946000
5410,21.842500,1860.444800
5411,20.069200,1860.818500
5412,21.921057,1860.949914
5413,21.512200,1861.340700
5414,21.856800,1861.443650
5415,20.069200,1861.820700
5416,21.946600,1861.948267
5417,21.547300,1862.448000
5418,20.965100,1862.923100
5419,21.155775,1862.945450
5420,20.899200,1863.444200
5421,21.037667,1863.944400
5422,22.130500,1864.915500
5423,20.480950,1864.949850
5424,21.547300,1865.942900
5425,20.892200,1865.956600
5426,21.804750,1866.343350
5427,21.836200,1866.448950
5428,21.709133,1866.937667
5429,21.545600,1866.952600
5430,21.508500,1867.350300
5431,21.834450,1867.449950
5432,22.113200,1867.940150
5433,21.556500,1867.956200
5434,21.860700,1868.450050
5435,21.858900,1868.948150
5436,21.858000,1869.450350
5437,21.587200,1869.947900
5438,21.561800,1872.960800
5439,21.572700,1873.359600
5440,21.563700,1873.464200
5441,21.563700,1873.967100
5442,21.576000,1874.358000
5443,22.162800,1874.452700
5444,21.563700,1874.466400
5445,21.515220,1874.948880
5446,21.563700,1874.966800
5447,22.152000,1875.454400
5448,21.559500,1875.470800
5449,22.159200,1875.825200
5450,21.285740,1875.951920
5451,21.559500,1875.962400
5452,21.420533,1876.955850
5453,20.907783,1876.966600
5454,21.002800,1877.456100
5455,22.097850,1877.833250
5456,21.498150,1877.964600
5457,21.002800,1878.457900
5458,21.523400,1878.957100
5459,20.945700,1878.972200
5460,22.119900,1879.934900
5461,20.999200,1879.971100
5462,20.998800,1880.859400
5463,20.892000,1880.961300
5464,21.003000,1880.979100
5465,21.513200,1881.954700
5466,21.528400,1882.342000
5467,21.511300,1882.455900
5468,21.223933,1882.842100
5469,21.512750,1882.951750
5470,21.530300,1883.345300
5471,21.516700,1883.461300
5472,22.401000,1883.849200
5473,21.522200,1883.962000
5474,21.542000,1884.463700
5475,22.941650,1884.936250
5476,21.548800,1884.970600
5477,21.628700,1885.828100
5478,21.614300,1885.933600
5479,24.120700,1886.834900
5480,24.133600,1886.952200
5481,24.120700,1887.833750
5482,24.133600,1887.955500
5483,21.859887,1888.962187
5484,22.127100,1888.970900
5485,21.519300,1889.345700
5486,21.538300,1889.465900
5487,21.990617,1889.966200
5488,21.519300,1890.348600
5489,21.540200,1890.466200
5490,21.920400,1890.970767
5491,21.525700,1891.467600
5492,21.817850,1891.961750
5493,22.127100,1891.980100
5494,22.127000,1892.977600
5495,21.544750,1893.955300
5496,21.006300,1894.956500
5497,21.559900,1895.972700
5498,21.576000,1896.357200
5499,21.563700,1896.476600
5500,21.576000,1896.855500
5501,21.563700,1896.977700
5502,21.576000,1897.363400
5503,21.563700,1897.479900
5504,21.561800,1897.976800
5505,21.558200,1898.474900
5506,23.900300,1900.978900
5507,23.900300,1901.982100
5508,23.898500,1902.984700
5509,20.749400,1904.973333
5510,21.513200,1905.472300
5511,20.915850,1905.976625
5512,21.519300,1906.352400
5513,21.514900,1906.474100
5514,21.194667,1906.976733
5515,21.516700,1907.478900
5516,21.063500,1907.981650
5517,20.660650,1908.847650
5518,21.516700,1908.983200
5519,21.523800,1909.980500
5520,21.545200,1911.976300
5521,21.541800,1912.482400
5522,22.102500,1912.809300
5523,22.109200,1912.942500
5524,21.543700,1912.986200
5525,21.543700,1913.484500
5526,22.098800,1913.806900
5527,21.522200,1913.974200
5528,24.386800,1916.865000
5529,24.383200,1917.864800
5530,21.563700,1918.995400
5531,21.576000,1919.356600
5532,21.565400,1919.493000
5533,21.744800,1919.995667
5534,21.563700,1920.496000
5535,21.561800,1921.002300
5536,21.552300,1921.498900
5537,20.973067,1921.843300
5538,21.563700,1922.004100
5539,21.572700,1922.866900
5540,20.014200,1922.984000
5541,21.550900,1922.996900
5542,21.554500,1923.985000
5543,20.014200,1923.997100
5544,22.170700,1926.823700
5545,22.178500,1927.823500
5546,24.477600,1927.964150
5547,22.174700,1928.825600
5548,23.831000,1931.007700
5549,19.453500,1934.994500
5550,20.509600,1935.999050
5551,20.508350,1937.004150
5552,20.213500,1937.014300
5553,21.559500,1937.997400
5554,20.217200,1938.019600
5555,21.002800,1945.988200
5556,23.609800,1947.003000
5557,23.608100,1948.008500
5558,24.272300,1948.851800
5559,24.874500,1959.869500
5560,24.380300,1963.027400
5561,24.382000,1964.033500
5562,22.540250,1965.026250
5563,24.380300,1965.037900
5564,20.716800,1966.030300
5565,20.716800,1967.033800
5566,21.522800,1972.831800
5567,20.883500,1978.879300
5568,20.886600,1979.053200
5569,20.830000,1979.880800
5570,20.888300,1980.061700
5571,20.831200,1981.063800
5572,21.529700,1987.847200
5573,24.786850,1990.860850
5574,24.786000,1991.863000
5575,24.778500,1992.042700
5576,24.789000,1992.868300
5577,24.305700,1993.873700
5578,15.875100,287.091600
5579,13.648407,361.185443
5580,14.341832,563.118568
5581,16.612450,269.080525
5582,8.276328,287.039761
5583,12.133367,305.055333
5584,9.728950,340.073550
5585,15.452333,375.120500
5586,18.117000,419.111900
5587,20.533900,427.138700
5588,10.926468,436.131741
5589,10.881320,449.159080
5590,11.454300,449.215233
5591,20.500200,453.117800
5592,12.793500,481.079800
5593,11.063471,501.100557
5594,12.715691,503.116871
5595,12.680567,532.029967
5596,11.507680,534.083720
5597,18.019150,555.128917
5598,16.353233,556.132400
5599,22.015767,563.155500
5600,22.015367,564.157700
5601,11.466667,567.044267
5602,20.501850,579.207650
5603,20.535200,579.271400
5604,14.938279,582.156184
5605,17.273000,595.202900
5606,20.520550,602.134950
5607,17.271250,617.126300
5608,17.283750,618.130650
5609,17.715200,625.155633
5610,17.705800,626.158850
5611,22.007000,631.140700
5612,9.946900,633.120900
5613,17.586578,633.157856
5614,16.220700,641.149550
5615,20.496750,642.145500
5616,20.521300,643.149600
5617,19.526967,647.137950
5618,20.520350,648.140200
5619,17.298300,658.140400
5620,20.521550,663.103000
5621,9.452000,663.136850
5622,20.579300,664.126800
5623,8.494375,670.651925
5624,12.841100,671.150900
5625,20.520650,678.067250
5626,20.508150,679.073500
5627,17.283500,679.097100
5628,17.296800,680.120200
5629,17.312500,694.062600
5630,20.514600,694.147800
5631,17.305300,695.070000
5632,20.514300,697.085800
5633,20.524000,698.089400
5634,19.393450,705.161600
5635,16.321842,707.176725
5636,15.841571,708.180529
5637,17.293200,709.137900
5638,16.343367,729.159000
5639,10.894833,730.163044
5640,17.790500,785.179200
5641,17.786800,785.681700
5642,11.464350,897.207075
5643,11.464175,898.210650
5644,11.448600,899.298200
5645,11.463350,903.236150
5646,11.459300,913.202000
5647,11.474325,921.203475
5648,12.560720,922.207640
5649,11.462033,953.136867
5650,17.462800,993.222100
5651,15.955033,995.238078
5652,16.535700,996.241380
5653,17.949400,997.246400
5654,17.958200,1017.218700
5655,20.525500,1159.393400
5656,20.503250,1181.290150
5657,20.504300,1182.293050
5658,17.281450,1191.296600
5659,17.299300,1192.303400
5660,17.289200,1193.307000
5661,17.280200,1213.283000
5662,17.276700,1214.287000
5663,11.455900,1347.327700
5664,11.454100,1348.330200
5665,11.460275,1349.340300
5666,11.459825,1350.343375
5667,11.458600,1351.345400
5668,11.444200,1352.351900
5669,11.466733,1371.322800
5670,11.479767,1372.329333
5671,11.455700,1376.797900
5672,11.462800,1387.289300
5673,11.441400,1403.258400
5674,11.448600,1574.397800
5675,11.447500,1574.895600
5676,11.447700,1575.401000
5677,11.459300,1601.355700
5678,11.459300,1601.853200
5679,20.519200,1739.469200
5680,20.519200,1740.473800
5681,20.531700,1761.451100
5682,20.528000,1762.449400
5683,20.538700,1777.416200
5684,11.460000,1799.449433
5685,11.460000,1799.952433
5686,11.460000,1800.456200
5687,11.447000,1800.957750
5688,11.451500,1801.458450
5689,5.404600,365.016271
5690,9.234967,365.074167
5691,17.546000,410.117900
5692,13.846100,440.108100
5693,8.429780,465.011680
5694,8.954900,358.530500
5695,8.017700,403.148800
5696,10.295300,431.153600
5697,10.206000,445.132800
5698,10.202400,446.137000
5699,14.635350,329.159475
5700,12.790167,497.164067
5701,10.464200,513.160750
5702,21.419650,1001.968150
5703,20.903300,1002.469700
5704,21.733650,1007.970050
5705,22.055600,1008.472420
5706,21.147371,1008.972000
5707,20.033775,1009.463475
5708,20.366000,1009.968350
5709,20.274850,1010.469587
5710,20.756425,1010.971250
5711,20.882775,1013.970550
5712,20.882375,1014.472275
5713,21.230400,1014.975557
5714,20.829980,1017.976960
5715,20.040975,1023.966150
5716,20.035033,1024.467433
5717,20.753775,1025.976600
5718,20.757625,1026.477125
5719,20.891086,1032.479429
5720,20.697183,1032.979100
5721,20.676320,1033.479280
5722,20.783440,1040.980020
5723,20.832740,1041.480480
5724,20.896200,1045.980600
5725,20.028950,1046.969725
5726,21.474822,1046.982911
5727,20.408645,1047.474455
5728,20.727273,1047.978155
5729,20.445867,1048.478456
5730,20.547983,1048.977950
5731,21.135912,1051.978850
5732,21.107175,1055.982750
5733,20.872392,1055.988115
5734,20.316517,1056.480550
5735,20.905200,1056.490150
5736,20.602333,1056.986367
5737,20.998883,1064.483267
5738,21.898440,1064.987760
5739,20.969129,1069.480900
5740,20.815889,1075.482989
5741,21.459880,1075.987747
5742,20.826708,1076.983523
5743,20.863400,1077.483178
5744,20.635825,1077.984487
5745,20.570320,1083.987610
5746,20.816900,1084.488511
5747,20.760275,1084.990125
5748,21.541583,1085.490483
5749,20.947660,1085.987860
5750,22.233867,1086.483333
5751,20.602367,1086.990300
5752,20.344467,1087.000000
5753,20.321825,1087.502200
5754,20.598450,1091.987700
5755,20.903500,1092.489100
5756,20.255750,1094.997175
5757,20.255850,1095.499550
5758,20.555155,1100.489091
5759,20.598450,1101.495000
5760,20.596800,1101.995900
5761,21.219600,1106.988433
5762,21.220767,1107.490233
5763,21.821350,1122.020450
5764,21.822350,1122.522200
5765,21.389925,1123.494550
5766,21.184767,1123.997633
5767,20.598450,1124.496400
5768,21.820500,1131.025700
5769,21.818700,1131.527050
5770,23.107367,1143.509133
5771,21.819550,1145.023400
5772,21.821700,1145.526800
5773,21.869267,1146.026100
5774,21.823700,1154.029650
5775,21.823750,1154.532100
5776,21.818750,1155.032250
5777,22.584375,1175.538625
5778,23.484167,1197.564400
5779,5.615900,162.968900
5780,5.619500,166.025500
5781,5.616000,246.989700
5782,17.509800,965.933800
5783,19.046300,1795.826600
5784,13.780300,275.080000
5785,12.330175,345.095812
5786,11.706084,481.134159
5787,12.785850,498.124150
5788,13.780400,499.127900
5789,12.215300,504.185300
5790,15.757400,510.106300
5791,7.763340,514.118867
5792,8.736450,515.123513
5793,11.013394,534.047206
5794,13.016696,587.134050
5795,14.566088,588.144538
5796,14.626200,589.146800
5797,8.748494,604.138552
5798,15.215300,728.176150
5799,15.213500,728.677750
5800,15.455800,729.178700
5801,17.204300,844.383100
5802,13.782000,871.266000
5803,13.771700,872.269000
5804,13.782000,873.271800
5805,13.782000,874.273900
5806,12.842713,893.246350
5807,12.410700,902.248400
5808,8.019567,904.258267
5809,8.012617,905.261067
5810,18.118700,1007.244700
5811,14.639425,1021.229200
5812,14.595900,1176.294500
5813,13.770500,1307.407700
5814,13.755400,1307.911800
5815,13.768700,1308.410900
5816,12.410700,1355.390000
5817,13.752300,1525.474200
5818,13.755400,1525.978100
5819,13.755400,1526.479000
5820,13.752300,1526.979400
5821,18.779500,1556.731100
5822,13.752300,1744.547100
5823,21.441237,1833.840275
5824,21.063425,1862.844763
5825,23.804100,794.441410
5826,26.058700,795.443200
5827,26.015733,816.423467
5828,26.015033,893.362167
5829,26.018250,894.363250
5830,22.264033,939.493050
5831,21.114025,955.487675
5832,21.142260,956.491260
5833,21.654400,957.494300
5834,21.001057,1028.540857
5835,16.877779,1423.695125
5836,17.133367,1424.695083
5837,16.072233,1452.703017
5838,15.968840,1453.706120
5839,15.449400,1456.694967
5840,16.053517,1468.698500
5841,15.848080,1469.701540
5842,15.705950,1470.704100
5843,15.594667,1498.707900
5844,15.594667,1499.710700
5845,26.016033,1587.884833
5846,26.016033,1588.888467
5847,26.017233,1589.891400
5848,8.984056,187.038944
5849,3.585900,233.095600
5850,9.216350,369.070200
5851,9.122567,377.569167
5852,9.134000,378.069700
5853,11.908900,382.077600
5854,11.911900,382.578600
5855,9.146600,426.526700
5856,9.531733,521.098700
5857,8.972233,521.601467
5858,13.428057,586.126743
5859,16.820820,591.145040
5860,11.236460,597.104600
5861,10.927600,597.606600
5862,10.927600,598.107950
5863,11.261375,599.138600
5864,11.261425,599.641225
5865,9.370000,601.619600
5866,8.672986,602.627371
5867,7.934900,603.630000
5868,18.550900,607.145233
5869,14.928993,608.142300
5870,10.364860,613.117400
5871,8.704950,613.618825
5872,8.707650,628.582150
5873,17.406667,656.163733
5874,17.487950,656.664550
5875,15.057200,664.160250
5876,14.773300,664.661400
5877,9.756525,665.132300
5878,13.524783,666.139141
5879,12.397100,666.641200
5880,13.310450,667.147250
5881,13.310050,667.648850
5882,13.414300,668.150500
5883,12.773550,668.651450
5884,12.648600,672.157300
5885,12.648600,672.659200
5886,14.517500,673.122533
5887,12.660600,673.159200
5888,10.752583,675.143950
5889,10.649960,675.646060
5890,10.537550,676.147575
5891,10.258900,676.648800
5892,9.214012,677.125973
5893,10.449950,678.134487
5894,10.034533,678.635817
5895,8.449000,679.636233
5896,12.032800,680.154000
5897,12.040000,680.655000
5898,9.651700,683.141900
5899,9.651700,683.643300
5900,9.651700,684.144100
5901,10.258900,686.637800
5902,8.447767,689.122933
5903,8.448267,689.624467
5904,12.774900,693.604300
5905,12.776400,694.105700
5906,10.258900,701.601300
5907,8.449500,704.587600
5908,8.448867,705.089667
5909,16.298317,733.177417
5910,16.332660,734.180900
5911,16.486367,735.184000
5912,9.705200,741.139300
5913,13.035600,749.172480
5914,13.021200,750.176400
5915,11.947957,753.128971
5916,9.758990,755.146220
5917,8.988100,756.149300
5918,9.113450,757.152400
5919,11.894600,765.167150
5920,11.891900,766.170800
5921,9.118800,781.601300
5922,9.117000,782.101800
5923,10.941700,817.143033
5924,10.941667,817.644033
5925,9.134100,818.144100
5926,8.758390,827.184450
5927,8.799675,827.686862
5928,12.279614,892.706386
5929,11.455650,893.207533
5930,10.249067,900.703633
5931,9.275686,903.690743
5932,8.716700,1205.260129
5933,8.437125,1206.266300
5934,13.067700,1335.310567
5935,8.433750,1357.277950
5936,9.115150,1511.301200
5937,9.134000,1511.803000
5938,9.115200,1512.304750
5939,9.134100,1513.309300
5940,10.272696,400.051031
5941,8.471326,327.106132
5942,7.682150,497.129500
5943,19.045800,580.657800
5944,16.608800,611.175800
5945,15.207800,628.176871
5946,15.360500,654.146400
5947,10.348338,654.658037
5948,12.010533,660.157433
5949,9.665500,665.634800
5950,13.507982,724.260100
5951,13.434300,725.263662
5952,21.109000,758.218800
5953,18.732300,790.197800
5954,18.730500,795.187600
5955,13.938900,932.227900
5956,15.584211,1163.342544
5957,15.584211,1745.519644
5958,15.580544,1746.523567
5959,15.577433,1747.526233
5960,6.503800,128.070700
5961,6.463467,170.081400
5962,6.466367,210.073867
5963,6.489700,214.071200
5964,6.484900,236.053350
5965,6.484950,363.152250
5966,20.311300,542.395700
5967,20.536200,572.406450
5968,16.370500,648.411620
5969,26.973180,721.426940
5970,11.195859,769.217993
